"","doc.text"
"984","^ ""2010 Resolutions"". Michigan Democratic Party. Retrieved June 4, 2012. ""NOW, THEREFORE, BE IT RESOLVED that the Michigan Democratic Party will continue to fight for equal rights for the LGBT community, especially the right to civil marriage"" "
"985","^ ""Minnesota DFL Action Agenda"" (PDF). Retrieved April 7, 2012. ""Support legislation to legalize gay marriage in Minnesota"" "
"986","^ a b c Johnson, Charles S. (June 10, 2012). ""Montana Democrats endorse same-sex marriage"". Independent Record. Retrieved June 10, 2012. "
"987","^ ""Foundation Platform & Permanent Policy Positions"". Nebraska Democratic Party. June 24, 2012. Retrieved July 19, 2012. ""Therefore, Democrats support policies that ban discrimination in regard to sexual orientation and gender identity. This includes the areas of marriage equality and relationship recognition"" "
"988","^ ""2012 Platform as passed by the Nevada State Convention June 10, 2012"" (PDF). Retrieved 2013-12-03. "
"989","^ ""New Hampshire Democratic Party Platform"". New Hampshire Democratic Party. Retrieved August 2, 2010. "
"990","^ ""2010 New Mexico Democratic Party Platform"". New Mexico Democratic Party. Retrieved August 2, 2010. "
"991","^ New York State Democratic Committee (September 22, 2003). ""Equal Marriage Rights for All NY Couples"" (PDF). Freedom to Marry. Retrieved September 30, 2010. "
"992","^ ""North Carolina Democratic Platform 2011–2012 Platform"". North Carolina Democratic Party. Retrieved September 11, 2012. ""We support marriage equality and domestic partnerships."" "
"993","^ ""FreedomOhio Endorsements"". Freedom to Marry Ohio. Retrieved January 8, 2013. ""The Ohio Democratic Party endorses the Amendment and strongly supports allowing two people who love to have the freedom to marry, regardless of gender."" "
"994","^ Staff (2010-06-27). ""Legislative Agenda of the Democratic Party of Oregon for 2010"". Democratic Party of Oregon. Retrieved 2010-08-01. "
"995","^ Gibson, Keegan (June 9, 2012). ""McCord Stands Out; Dems Say ‘I Do’ to Gay Marriage"". PoliticsPA. Retrieved June 10, 2012. ""With loud support, [Pennsylvania Democratic] party members agreed to a resolution endorsing same sex marriage."" "
"996","^ Tomlinson, Chris (2012-06-10). ""Texas Dems elect first Hispanic party chairman"". Amarillo Globe-News. Associated Press. Retrieved 2012-06-10. ""Texas Democrats also approved a party platform Saturday that — for the first time — explicitly called for equal marriage rights. Same-sex marriage is currently banned by a state constitutional amendment."" "
"997","^ ""Vermont Democratic Party 2010 Platform"". Vermont Democratic Party. September 11, 2010. Retrieved September 26, 2010. "
"998","^ ""2010 Washington State Democratic Party Platform - Plank 3 - Civil and Human Rights"" (PDF). Washington State Democratic Party. Retrieved August 2, 2010. "
"999","^ ""Democratic Party of Wisconsin 2011 Resolutions"". Democratic Party of Wisconsin. June 4, 2011. Retrieved December 30, 2011. "
"1000","^ ""Wyoming Democratic Party 2010 Platform"" (PDF). Wyoming Democratic Party. May 15, 2010. Retrieved September 30, 2010. "
"1001","^ ""DC Democratic State Committee News"" (PDF). District of Columbia Democratic State Committee. June 2009. Retrieved September 26, 2010. "
"1002","^ ""District of Columbia Republican Party’s 2012 platform"". "
"1003","^ ""Marin County GOP backs gay marriage"". Los Angeles Times. July 26, 2013. Retrieved July 26, 2013. "
"1004","^ ""Platform of the Peace and Freedom Party"". Peace and Freedom Party. May 21, 2006. Retrieved April 16, 2012. ""[We demand:] The right to gay marriage and partners' benefits."" "
"1005","^ ""Statement from IP Chair Mark Jenkins on the Marriage Bill"". Independence Party of Minnesota. Retrieved December 12, 2013. ""Despite some concerns with the language of the bills, the Executive Committee of the Independence Party voted in April to support the legislation. With the amendment presented from the house floor to change 'marriage' to 'civil marriage' our support was solidified."" "
"1006","^ ""Issues - Equal Rights"". Working Families Party. Archived from the original on July 24, 2010. Retrieved June 6, 2010. ""Marriage is one of society's most important social institutions, and—with a healthcare system in crisis—marriage is also a key economic benefit gays and lesbians can't be excluded from."" "
"1007","^ Staff (2009-11-19). ""Progressive Party Platform"". Oregon Progressive Party. Retrieved 2010-10-12. "
"1008","^ ""Civil Rights: VPP Platform"". Vermont Progressive Party. Retrieved May 8, 2010. ""Support marriage equity for same-sex couples."" "
"1009","^ ""Programa de Gobierno"". Movimiento Unión Soberanista. July 2012. Retrieved 17 May 2012. ""A tono con la tendencia mundial en las sociedades más democráticas, el MUS promoverá medidas para legalizar las uniones de hecho y los matrimonios entre parejas del mismo sexo."" "
"1010","^ ""Plan de Gobierno"". Por Puerto Rico. Retrieved 17 May 2013. ""Legislar para legalizar en Puerto rico el matrimonio civil de las parejas del mismo sexo"" "
"1011","^ Serrano, Pedro Julio (21 September 2012). ""Los partidos y la comunidad LGBTT"". NotiCel. Retrieved 17 May 2013. ""Favorecemos [el Partido del Pueblo Trabajador] el derecho al matrimonio para las parejas del mismo sexo."" "
"1012","^ a b c d e f g h i j k l m n o p q r s t u v w x y z aa ab ac ad ae af ag ah ai aj ak al am an ao ap aq ar as at au av aw ax ay az ba ""Yale Dems endorse same-sex marriage"". Yale Daily news. April 7, 2013. Retrieved April 11, 2013. "
"1013","^ ""Platform"". College Democrats of North Carolina. Retrieved April 30, 2013. ""The CDNC supports marriage for same sex couples,"" "
"1014","^ ""Policy Platform"". The College of New Jersey Democrats. Retrieved April 30, 2013. ""We believe in and are committed to marriage equality for all of New Jersey’s couples. Despite the recent setback in the NJ Legislature, we will keep advocating for this essential civil right."" "
"1015","^ ""Platform"". Towson University College Democrats. Retrieved April 30, 2013. ""The Progressive Democrats of Towson fully support granting equal marriage rights to gay and lesbian couples."" "
"1016","^ ""Passed Resolutions: Marriage Equality Resolution"". University of California, San Diego College Democrats. Retrieved May 27, 2014. ""Marriage Equality Resolution"" "
"1017","^ ""Macgop Chair & Marriage Equality"". http://themacweekly.com. March 15, 2013. Retrieved April 29, 2013. "
"1018","^ dhandeland. ""Support for Marriage Equality |"". Osugop.com. Retrieved 2014-06-29. "
"1019","^ ""Tampa Bay Young Republicans statement on Defense of Marriage Act Ruling"". TBYR. Retrieved July 14, 2013. "
"1020","^ a b c d Klein, Rick (May 5, 2012). ""Obama declares support for gay marriage"". Yahoo! News. Retrieved May 9, 2012. "
"1021","^ a b Raushenbush, Paul Brandeis (March 19, 2012). ""President Jimmy Carter Authors New Bible Book, Answers Hard Biblical Questions"". The Huffington Post. Retrieved March 19, 2012. ""I personally think it is very fine for gay people to be married in civil ceremonies."" "
"1022","^ a b c ""Bill Clinton Supports Marriage Equality in New York"". Human Rights Campaign. May 5, 2011. Retrieved April 2, 2012. "
"1023","^ a b ""Cheney backs gay marriage, calls it a state issue"". MSNBC. 2009-06-02. Retrieved 2010-01-20. "
"1024","^ a b Gore, Al (January 17, 2008). ""Gay men and women should have the same rights"". Current TV. Retrieved December 30, 2009. "
"1025","^ Mondale, Walter (May 16, 2013). ""Mondale and Dukakis Back Marriage Equality"". ThinkProgress. Retrieved June 20, 2013. "
"1026","^ a b c ""Responses to Obama's same-sex marriage announcement"". CNN. May 9, 2012. Retrieved May 9, 2012. ""Senate Majority Leader Harry Reid: 'My personal belief is that marriage is between a man and a woman. But in a civil society, I believe that people should be able to marry whomever they want, and it's no business of mine if two men or two women want to get married. The idea that allowing two loving, committed people to marry would have any impact on my life, or on my family's life, always struck me as absurd.'"" "
"1027","^ a b Brandel, Jennifer (December 23, 2011). ""Durbin favors repeal of Defense of Marriage Act"". WBEZ. Retrieved February 13, 2012. ""'I believe that we should have marriage equality in this country - that we should treat people fairly, that we should not discriminate against them in this circumstance,' Durbin said."" "
"1028","^ Leahy, Patrick (September 30, 2009). ""Same-sex marriage recognition in Vermont"". Congressional Record. p. S9977. Retrieved April 15, 2011. "
"1029","^ a b c d e f g h i j k l m n o p q r s t u v w x y z aa ab ac ad ae af ag ah ai aj ak al am an ao ap aq ar as at au av aw ax ay az ba bb bc bd be bf bg bh bi bj bk bl bm bn bo bp bq br bs bt bu bv bw bx by bz ca cb cc cd ce cf cg ch ci cj ck cl cm cn co cp ""Democrats: Say I Do"". Freedom to Marry. Retrieved March 11, 2012. "
"1030","^ a b c d e f g h i j k l m n o p q r s t u v w x y z ""Your Elected Officials"". Human Rights Campaign. Retrieved August 3, 2012. ""Agrees with the following: Gay and lesbian couples should not be denied the ability to pledge their love and commitment through the civil institution of marriage. I believe that two committed adults of the same sex should be able to receive a government-issued marriage license, while religious institutions retain their right to determine which marriages they will perform."" "
"1031","^ a b c d e f g h i j k l m n o p q r s t u v w x y z aa ab ac ad ae af ag ah ai aj ak al am an ao ap aq ar as at au av aw ax ay az ba bb bc bd be bf bg bh bi bj bk bl bm bn bo bp bq br bs bt bu bv bw bx by bz ca cb cc cd ce cf cg ch ci cj ck cl cm cn co cp cq cr cs ct cu cv cw cx cy cz da db dc dd de df dg dh di dj dk dl dm dn do dp dq dr ds dt du dv dw dx dy dz ea eb ec ed ee ef ""Mayors for the Freedom to Marry"". Freedom to Marry. January 2012. Retrieved June 8, 2012. "
"1032","^ a b Mirabella, Joe (August 30, 2011). ""Senator Maria Cantwell Supports Marriage for Gays and Lesbians in Washington State"". Seattle Post-Intelligencer. Retrieved September 1, 2011. "
"1033","^ a b c Rogers, Alex (April 2, 2013). ""http://swampland.time.com/2013/04/02/sen-tom-carper-endorses-same-sex-marriage/"". Time. Retrieved April 2, 2013. "
"1034","^ Colletta, Jen (April 1, 2013). ""Casey backs marriage equality, DOMA repeal"". Philadelphia Gay News. Retrieved 1 April 2013. "
"1035","^ Moretto, Mario (June 25, 2014). ""Susan Collins becomes fourth GOP senator to publicly support same-sex marriage"". Bangor Daily News. Retrieved 25 June 2014. "
"1036","^ a b Brader, Eric (April 5, 2013). ""Indiana Sen. Joe Donnelly reverses gay marriage stance to support marriage equality"". WRTV. Retrieved April 5, 2013. "
"1037","^ Bobic, Igor (March 27, 2013). ""Sen. Kay Hagan Announces Support For Marriage Equality"". Talking Points Memo. Retrieved March 27, 2013. "
"1038","^ a b Sarlin, Benjy (5 April 2013). ""Sen. Heidi Heitkamp (D-ND) Announces Support For Gay Marriage"". Talking Points Memo. Retrieved 5 April 2013. "
"1039","^ a b c Coolidge, David Orgon (April 1997). ""Same-Sex Marriage: As Hawaii Goes..."". First Things. Retrieved March 26, 2012. ""During the campaign, his running-mate, Lieutenant Governor Mazie Hirono, openly supported same-sex marriage."" "
"1040","^ a b Kludt, Tom (April 8, 2013). ""Sen. Tim Johnson Endorses Gay Marriage"". Talking Points Memo. Retrieved April 8, 2013. "
"1041","^ a b c d e Reese, Phil (March 26, 2013). ""Kaine; two more U.S. Senators back same-sex marriage"". The Washington Blade. Retrieved 26 March 2013. "
"1042","^ a b Bell, Tom (March 7, 2012). ""Angus King says he won't be spoiler in Maine Senate race"". Portland Press Herald. Retrieved March 7, 2012. ""King portrayed himself as a fiscal conservative who is liberal or moderate on social issues, such as his support for legalizing gay marriage."" "
"1043","^ a b Kaczynski, Andrew (April 2, 2013). ""Republican Sen. Mark Kirk Endorses Marriage Equality"". BuzzFeed. Retrieved April 2, 2013. "
"1044","^ ""Reactions to Obama's interview"". Star Tribune. May 10, 2012. Retrieved May 10, 2012. ""Sen. Amy Klobuchar, D-Minn.: 'We are a country that was founded on equality of rights and I agree with the President’s comments today. Nothing in his statement changes the ability of religious institutions to decide whether or not they perform same-sex marriage.'"" "
"1045","^ Amira, Dan (April 8, 2013). ""Mary Landrieu Supports Gay Marriage in the Only Way That Matters"". New York. Retrieved January 15, 2014. ""people should love who they love and marry who they want to marry,"" "
"1046","^ a b c d e f g h i j k l m Arsenault, Mark (March 27, 2011). ""Same-sex marriage no longer such a divisive political issue"". The Boston Globe. Retrieved March 27, 2011. ""A Globe survey of the Massachusetts congressional delegation shows support for gay marriage and for repealing the Defense of Marriage Act by Kerry and each of the Bay State’s House members, all Democrats."" "
"1047","^ ""And now abide faith, hope, love, these three; but the greatest of these is love. I Corinthians 13"". Retrieved July 16, 2013. "
"1048","^ ""Senator Lisa Murkowski Endorses Marriage Equality"" (Press release). Human Rights Campaign. June 19, 2013. Retrieved June 19, 2013. "
"1049","^ a b Murphy, Chris. ""LGBT Rights"". Retrieved 2012-02-01. ""I am thrilled that today in Connecticut same-sex couples can legally marry, as they also can in five other states and the District of Columbia."" "
"1050","^ a b Werner, Rachel (April 4, 2013). ""Florida Sen. Bill Nelson endorses gay marriage"". The Washington Post. Retrieved April 5, 2013. "
"1051","^ a b Eaton, Sabrina (March 15, 2013). ""Sen. Rob Portman comes out in favor of gay marriage after son comes out as gay"". cleveland.com. Retrieved March 15, 2013. "
"1052","^ a b Mulligan, John E. (May 9, 2012). ""R.I. Sen. Reed follows Obama in shifting to support gay marriage"". The Providence Journal. Retrieved May 9, 2012. "
"1053","^ a b Parnass, Sarah (March 25, 2013). ""Senators Abandon 'Discriminatory' DOMA Before Supreme Court Arguments"". ABC News. Retrieved March 26, 2013. ""'Churches and ministers should never have to perform marriages that violate their religious beliefs, but the government shouldn’t discriminate against people who want to marry just because of their gender,' Rockefeller said in a statement emailed to ABC News today."" "
"1054","^ a b Goodman, Amy (2009-03-25). ""Sen. Sanders Blocking Vote to Confirm Obama Nominee Who Worked to Deregulate Credit Default Swaps"". Democracy Now!. Retrieved 2009-07-09. ""AMY GOODMAN: 'Do you support same-sex marriage?' SEN. BERNIE SANDERS: 'Yes.'"" "
"1055","^ a b ""Schatz Urges Marriage Equality In Hawaii"" (Press release). Honolulu Civil Beat. January 28, 2013. Retrieved January 31, 2013. ""The time has come to make marriage equality a reality for Americans around the country, so that all people can exercise that right in freedom and without restriction."" "
"1056","^ ""Democratic gay-marriage pool update: Jon Tester announces he supports same-sex marriage at 3 p.m. ET « Hot Air"". Hotair.com. March 26, 2013. Retrieved April 8, 2013. "
"1057","^ a b c ""Press release: Udall talks college interest rates, marriage equality"" (Press release). Clovis News Journal. May 8, 2012. Retrieved May 12, 2012. ""I believe that equality should extend to marriage. Two people, who are committed to one another, who love one another, should not be denied the fundamental right of marriage, or the legal rights that marriage includes."" "
"1058","^ a b ""Montana Gov., U.S. Senators Support New Challenge To State’s Same-Sex Marriage Ban"". buzzfeed.com. May 21, 2014. Retrieved May 23, 2014. "
"1059","^ a b ""Mark Warner"". Retrieved July 16, 2013. "
"1060","^ ""S.1236 - Cosponsors"". THOMAS. Retrieved June 27, 2013. "
"1061","^ a b c d ""Inouye, Akaka react to Obama's support of same-sex marriage"". Hawaii News Now. May 9, 2012. Retrieved May 9, 2012. "
"1062","^ ""Election issues: The Senate Race"". Star Tribune. November 3, 2008. Retrieved April 1, 2012. ""Dean Barkley, IP: Would make it [same-sex marriage] legal."" "
"1063","^ ""Q&A: Carol Moseley Braun"". The Advocate. February 3, 2004. p. 34. Retrieved December 21, 2010. "
"1064","^ a b c Chafee, Lincoln (June 18, 2009). ""Gay Marriage: A Question of Fairness"". The Huffington Post. Retrieved December 21, 2010. "
"1065","^ ""Hillary Clinton endorses same-sex marriage"". USA Today. March 18, 2013. Retrieved March 18, 2013. "
"1066","^ a b Mulvihill, Geoff (January 4, 2010). ""NJ gay marriage advocates want lawmakers to vote"". The Philadelphia Inquirer. Associated Press. Retrieved June 19, 2010. "
"1067","^ ""Senator Cowan Joins Colleagues in Filing Amicus Brief Supporting Marriage Equality"" (Press release). United States Senate. March 1, 2013. Retrieved March 4, 2013. ""We all should have the opportunity to marry who we love, the assurance that our marriage is equally recognized under the law and the right to enjoy the protections that come with it."" "
"1068","^ a b c ""LGBT Equality"". Mark Dayton for a Better Minnesota Governor 2010. Archived from the original on December 21, 2010. Retrieved December 21, 2010. "
"1069","^ Becker, Bernie (2009-06-22). ""Dodd Endorses Gay Marriage"". The New York Times. Retrieved 2009-07-09. ""I believe that, when my daughters grow up, barriers to marriage equality for same-sex couples will seem as archaic, and as unfair, as the laws we once had against inter-racial marriage: Dodd"" "
"1070","^ a b Balter, Joni (January 25, 2012). ""Seven Republicans who stood up for gay marriage in Washington"". The Seattle Times. Retrieved January 26, 2012. ""This week, Evans said he has supported gay marriage for several years."" "
"1071","^ ""How Mike Stands on the Issues"". Senator Mike Gravel. 2008. Archived from the original on December 21, 2010. Retrieved December 21, 2010. "
"1072","^ Blum, Jordan (July 13, 2013). ""Washington watch: Louisiana delegation comments on gay marriage"". The Advocate. Retrieved July 16, 2013. ""Johnston now says his feelings have evolved and that he supports allowing gay couples to marry."" "
"1073","^ a b BARROUQUERE, BRETT (March 4, 2014). ""Kentucky's Top Democrats Divided by Gay Marriage"". ABC News. Retrieved March 4, 2014. ""On Tuesday, a group of Republicans came out in support of legalizing gay marriage in those states, arguing that allowing same-sex unions is consistent with the Western conservative values of freedom and liberty once championed by Ronald Reagan and Barry Goldwater. The group, which filed a brief with the Denver appeals court, includes former Sen. Alan Simpson of Wyoming and former Sen. Nancy Kassebaum of Kansas."" "
"1074","^ McDonald, Patrick Range (August 26, 2009). ""Queer Town: Ted Kennedy, Champion of Gay Rights, Has Died"". LA Weekly. Retrieved March 2, 2012. ""On the issue of gay rights, I continue to strongly support civil marriage."" "
"1075","^ a b ""Kerrey in favor of same-sex marriage; Bruning against"". Lincoln Journal Star. May 10, 2012. Retrieved May 10, 2012. "
"1076","^ Curry, Tom (August 13, 2004). ""McGreevey Confession Doesn't Reveal All –  Analysis: Case Resembles 2003 Kentucky Scandal"". NBC News. Retrieved June 6, 2013. "
"1077","^ a b c d e f g h i j k l m n o p q r ""Hollingsworth v. Perry: Amicus brief of Kenneth B. Mehlman, et al., in support of Plaintiffs"". Scribd. February 2013. Retrieved February 28, 2013. "
"1078","^ a b c ""Beyer changed position on same-sex marriage"". Washington Blade (Press release). March 19, 2014. Retrieved June 10, 2014. "
"1079","^ a b Lisa Desjardins (April 5, 2013). ""Now out of Senate, Snowe supports same-sex marriage"". CNN. Retrieved April 5, 2013. "
"1080","^ a b c Rifkin, Jesse. ""Weicker Continues Bucking GOP"". Hartford Courant. ""Yet he [Weicker] took decidedly anti-Republican positions on Tuesday by endorsing President Obama, approving same-sex marriage, defending last year's state income tax hike, and calling for an end to Super PACs."" "
"1081","^ Hoyer, Steny (May 10, 2012). ""Hoyer Statement on Marriage Equality"" (Press release). United States House of Representatives. Retrieved May 10, 2012. ""Because I believe that equal treatment is a central tenet of our nation, I believe that extending the definition of marriage to committed relationships between two people, irrespective of their sex, is the right thing to do"" "
"1082","^ Hutchins, Corey (May 12, 2012). ""Jim Clyburn Comes out Strong for Gay Marriage"". Columbia Free Times. Retrieved May 13, 2012. "
"1083","^ Barber, Ron (June 26, 2013). ""Today's historic Supreme Court rulings on..."". Facebook. Retrieved September 18, 2013. ""Today's historic Supreme Court rulings on DOMA and Prop. 8 are a big step toward marriage equality. I'm proud to live in a nation that values all families."" "
"1084","^ a b ""Equality Ohio Announces Ohio Coalition in Support of the Freedom to Marry"" (Press release). Equality Ohio. February 14, 2012. Retrieved January 3, 2013. "
"1085","^ Nir, David (June 27, 2012). ""Orange to Blue: Daily Kos endorses Ami Bera in California's 7th Congressional District"". Daily Kos. Retrieved January 3, 2013. ""I believe that same sex partners should be granted the same rights and privileges as any other couple, including: the right to marry"" "
"1086","^ Bishop, Tim (October 21, 2010). ""Rep Tim Bishop: I'll continue the fight"". The Bilerico Project. Retrieved December 27, 2010. "
"1087","^ Blumenauer, Earl (2004-03-03). ""Blumenauer Statement on Multnomah County Decision to Issue Marriage Licences to Same-Sex Couples"". Office of Earl Blumenauer. Retrieved 2009-07-09. ""As someone who recently married, I feel no threat to my relationship because others may want to pursue a lifelong and legal commitment to their partner. I support same-sex couples having this right, the same as any couple."" "
"1088","^ ""HRC Announces Endorsement of Suzanne Bonamici for Congress"". Suzanne Bonamici for Congress. ""She [...] supports civil marriage for all committed couples"" "
"1089","^ Braley, Bruce (May 9, 2012). ""Today is a truly..."". Facebook. Retrieved May 9, 2012. ""Today is a truly historic day. Join me in thanking President Obama for supporting marriage equality."" "
"1090","^ Brownley, Julia (May 9, 2012). ""JuliaBrownley: I'm delighted the President ..."". Twitter. Retrieved January 3, 2013. ""I'm delighted the President supports marriage equality."" "
"1091","^ Moen, Mike (March 7, 2012). Interview with Cheri Bustos, a Democrat running for Illinois' 17th Congressional Seat. (Interview). Northern Public Radio. Retrieved January 3, 2013. ""[07:23] I believe in marriage equality."" "
"1092","^ a b Joseph, Cameron (March 31, 2013). ""Bucking the trend: The House Democrats who oppose gay marriage"". The Hill. Retrieved April 1, 2013. "
"1093","^ ""As Villaraigosa Kicks off Democratic National Convention, Hometown Colleagues Show Support for Marriage Equality"". Joe Buscaino – LA 15th. September 6, 2012. Retrieved January 3, 2013. ""[Cárdenas said] 'I am proud to show my support for marriage equality by participating in this great campaign.'"" "
"1094","^ a b ""Congressman Carney Statement On Marriage Equality"". April 1, 2013. ""'I believe the law should recognize the committed relationships of same-sex couples.'"" "
"1095","^ Seder, Andrew M. (August 24, 2012). ""Cartwright backs gay marriage"". The Times Leader. Retrieved January 3, 2013. "
"1096","^ ""Joaquin Castro: Ready for his close-up"". QSanAntonio. January 14, 2011. Retrieved January 3, 2013. ""I've made it very clear on the campaign trail that I would be somebody that would sign on to the bill that would repeal DOMA, that I support marriage equality."" "
"1097","^ a b ""LGBT rights"". The Cicilline Committee. Archived from the original on December 21, 2010. Retrieved December 21, 2010. "
"1098","^ ""Clarke Supports New York's Efforts Recognizing Same Sex Marriage"" (Press release). United States House of Representatives. June 14, 2007. Archived from the original on August 4, 2010. Retrieved July 29, 2010. "
"1099","^ Schoenberg, Shira (December 10, 2013). ""Democratic State Sen. Katherine Clark wins congressional seat in Massachusetts' 5th District"". The Republican. Retrieved December 13, 2013. "
"1100","^ a b Thrasher, Steven (May 21, 2012). ""The Obama Effect: From the NAACP to 50 Cent, Black Leaders Back Gay Marriage"". The Village Voice. Retrieved May 22, 2012. ""As we pointed out, the vast majority of prominent black political leaders in America, the day Obama ""evolved,"" were already with him on same-sex marriage equality: [...] a good chunk of the Congressional Black Caucus, including chair Emanuel Cleaver"" "
"1101","^ ""Rep. Steve Cohen (D)"". National Journal. 2011-07-01. Retrieved 2012-02-01. ""Cohen’s critics also made an issue of the fact that Cohen supports same-sex marriage."" "
"1102","^ Connolly, Gerry (May 9, 2012). ""Congressman Gerry Connolly"". Twitter. Retrieved May 10, 2012. ""@BarackObama gets it right. No barriers to the inalienable rights of our Constitution for any citizen, gay or straight"" "
"1103","^ ""Jim Cooper"". Human Rights Campaign. Retrieved August 3, 2012. ""Churches remain free to decide their own policies on marriage, but government should not discriminate against any of its citizens. I support civil unions and civil marriage."" "
"1104","^ ""Jim Costa"". Human Rights Campaign. Retrieved April 18, 2013. ""In the San Joaquin Valley, family always comes first but what that family looks like is not always the same. While I respect the opinion of those who might disagree, I support marriage for all couples who wish to make this life-long commitment."" "
"1105","^ ""Joe Courtney (D-Conn.)"". The Washington Post. December 21, 2011. Retrieved 2012-02-01. ""A supporter of gay rights, Courtney favors legalizing same-sex marriage."" "
"1106","^ a b ""Spitzer, Hoyt and 44 other NYS elected officials support for marriage equality for same-sex couples"". Outcome Buffalo. 2006-03-21. Retrieved 2009-07-09. ""Elected officials on the list range from Buffalo to NYC to Long Island and include: statewide officeholders Attorney General Eliot Spitzer and Comptroller Alan G. Hevesi; U.S. Representatives Jerrold Nadler, Joseph Crowley, and Carolyn B Maloney; state legislators like Assemblymember Sam Hoyt from Buffalo, Senators David A. Paterson and Jose Serrano from NYC, and Assemblymember Charles D. Lavine from Nassau County; and county and local officials like Tompkins County District Attorney Gwen Wilkinson and Brighton Town Supervisor Sandra Frankel.[emphasis added]"" "
"1107","^ a b Lavers, Michael K. (October 25, 2012). ""Cummings to vote ‘in support’ of Md. same-sex marriage law"". Washington Blade. Retrieved October 26, 2012. ""Cummings spoke to the Blade two days after Congressman Dutch Ruppersberger announced his support of same-sex marriage"" "
"1108","^ ""Diana DeGette (D-Colo.)"". The Washington Post. December 21, 2011. Retrieved February 12, 2012. ""She also supports same-sex marriage, which she described in 2004 as 'fundamentally a question of whether two people in a committed relationship should have the same rights as every other American couple.'"" "
"1109","^ Delaney, John (February 8, 2012). ""Statement: Delaney Applauds 9th Circuit Ruling Striking Down Proposition 8"" (Press release). Friends of John Delaney. Retrieved January 3, 2013. ""Our institutions and our government are stronger when they are fairer, more equal, and treat all Americans with a basic sense of dignity and respect. For this reason, I support marriage equality here in Maryland."" "
"1110","^ ""Connecticut's Leaders in Congress have Evolved Their Views on Gay Marriage"". Fairfield County Weekly. August 17, 2011. Retrieved August 17, 2011. "
"1111","^ ""Issues"". DelBene for Congress. Retrieved November 19, 2012. ""I support marriage equality for all."" "
"1112","^ DeJesus, Ivey (May 21, 2014). ""Ban on gay marriage struck down in Pennsylvania: A look at voices and opinions"". pennlive. Retrieved May 21, 2014. ""U.S. District Judge John E. Jones's ruling on this issue appears to be the final legal say on this matter. To all the individuals who will now be able to marry as a result of today's ruling – Congratulations!"" "
"1113","^ ""Deutch Cointroduces Marriage Equality Legislation"" (Press release). United States House of Representatives. March 5, 2011. Retrieved February 12, 2012. "
"1114","^ Gray, Kathleen (March 27, 2014). ""Congressional Democrats call on federal government to recognize Michigan's same-sex marriages"". Detroit Free Press. Retrieved March 27, 2014. "
"1115","^ ""LGBT Rights"". United States House of Representatives. Retrieved July 3, 2012. ""I believe that the civil institution of marriage should be available to gay and lesbian couples."" "
"1116","^ Garcia, Monique; Pearson, Rick (May 12, 2012). ""Duckworth, Walsh debate for 1st time"". Chicago Tribune. Retrieved January 3, 2013. ""The candidates also split on social issues, with Duckworth saying she supports same-sex marriage as a matter of 'love.'"" "
"1117","^ Wagner, John (2012-01-17). ""Donna Edwards speaks out for same-sex marriage rights"". The Washington Post. Retrieved 2012-02-13. "
"1118","^ ""Congressman Engel's reaction to the New York ruling on gay marriage"" (Press release). United States House of Representatives. July 6, 2006. Retrieved December 27, 2010. "
"1119","^ ""Esty Statement Regarding Marriage Equality"" (Press release). Friends of Elizebeth Esty. May 9, 2012. Retrieved January 3, 2013. ""I want to commend the President for affirming his personal support for marriage equality earlier today."" "
"1120","^ ""Election interviews"". Philadelphia Gay News. ""Fattah is in favor of legalizing same-sex marriage."" "
"1121","^ Bill Foster: Candidate Profile. (Interview). Daily Herald. September 21, 2012. Retrieved October 5, 2012. ""I support marriage equality"" "
"1122","^ a b Frankel, Lois (May 9, 2012). ""Lois Frankel"". Twitter. Retrieved July 17, 2012. ""@BarackObama did the right thing when he voiced support for marriage equality today."" "
"1123","^ ""Panelists work to include LGBT issues in ballot search"". Gay People's Chronicle. September 12, 2008. Retrieved February 18, 2012. ""Fudge supports marriage equality"" "
"1124","^ ""Tulsi Gabbard: Supports President's Position on Gay Rights"" (Press release). Democratic Party of Maui. May 9, 2012. Retrieved January 3, 2013. ""I congratulate the President for taking a strong stand on marriage equality for all Americans, regardless of sexual orientation. I understand his journey, and stand with him on this issue."" "
"1125","^ a b Garamendi, John (August 4, 2010). ""Congressman Garamendi on Prop 8 Ruling: 'California is a Freer, More Just Place Today'"" (Press release). United States House of Representatives. Retrieved April 7, 2012. ""By overturning Proposition 8, Justice Vaughn Walker affirmed a basic American value: we all deserve to be treated fairly under the law, and we all deserve the freedom to marry."" "
"1126","^ ""Equality"". Joe Garcia for Congress. Retrieved January 3, 2013. ""He [Garcia] supports the President's position on equal marriage rights."" "
"1127","^ Pinsky, Mark I. (2010-09-23). ""Alan Grayson: The Counter-Puncher"". The Nation. Retrieved 2012-02-01. ""He opposes the wars in Iraq and Afghanistan (each ""a foreign occupation"") and supports abortion rights, gay marriage, bilingual programs, unions, middle-class tax cuts and comprehensive, single-payer healthcare."" "
"1128","^ Michelle Lujan Grisham (May 9, 2012). ""I'm so happy to see..."". Facebook. Retrieved January 3, 2013. ""I'm so happy to see President Obama fully support marriage equality. My parents raised me to fight for social justice, and I know from a lifetime of experience that it takes leadership to end discrimination. This is a great day for my friends and supporters in the LGBT community who continue to fight for true equality."" "
